system:index,2019_06_01_ndvi,2019_06_01_ndwi,2019_06_03_ndvi,2019_06_03_ndwi,2019_06_06_ndvi,2019_06_06_ndwi,2019_06_08_ndvi,2019_06_08_ndwi,2019_06_11_ndvi,2019_06_11_ndwi,2019_06_13_ndvi,2019_06_13_ndwi,2019_06_16_ndvi,2019_06_16_ndwi,2019_06_18_ndvi,2019_06_18_ndwi,2019_06_21_ndvi,2019_06_21_ndwi,2019_06_23_ndvi,2019_06_23_ndwi,2019_06_26_ndvi,2019_06_26_ndwi,2019_06_28_ndvi,2019_06_28_ndwi,2019_07_01_ndvi,2019_07_01_ndwi,2019_07_03_ndvi,2019_07_03_ndwi,2019_07_06_ndvi,2019_07_06_ndwi,2019_07_08_ndvi,2019_07_08_ndwi,2019_07_11_ndvi,2019_07_11_ndwi,2019_07_13_ndvi,2019_07_13_ndwi,2019_07_16_ndvi,2019_07_16_ndwi,2019_07_18_ndvi,2019_07_18_ndwi,2019_07_21_ndvi,2019_07_21_ndwi,2019_07_23_ndvi,2019_07_23_ndwi,2019_07_26_ndvi,2019_07_26_ndwi,2019_07_28_ndvi,2019_07_28_ndwi,2019_07_31_ndvi,2019_07_31_ndwi,2019_08_02_ndvi,2019_08_02_ndwi,2019_08_05_ndvi,2019_08_05_ndwi,2019_08_07_ndvi,2019_08_07_ndwi,2019_08_10_ndvi,2019_08_10_ndwi,2019_08_12_ndvi,2019_08_12_ndwi,2019_08_15_ndvi,2019_08_15_ndwi,2019_08_17_ndvi,2019_08_17_ndwi,2019_08_20_ndvi,2019_08_20_ndwi,2019_08_22_ndvi,2019_08_22_ndwi,2019_08_25_ndvi,2019_08_25_ndwi,2019_08_27_ndvi,2019_08_27_ndwi,2019_08_30_ndvi,2019_08_30_ndwi,BUFF_DIST,Beaver_P_1,Beaver_P_2,Beaver_P_3,Beaver_P_4,Beaver_P_5,Beaver_P_6,Beaver_Pon,Control_Po,ORIG_FID,Shape_Area,Shape_Leng,.geo
00000000000000000073,,,0.5424842051366392,-0.41477247277470913,0.6317787738169192,-0.48500919453772895,,,0.3974017789551204,-0.3328705932264989,,,,,0.4546803975862719,-0.38834994192625605,,,0.3481227530421143,-0.33217050185408664,0.6988023094820554,-0.5371173595024218,0.7758240535507186,-0.6216866292050971,,,,,0.7510244915902342,-0.6093554974788734,,,,,0.397891938105356,-0.29943016494399605,0.21980905049950336,-0.196827358238966,,,0.4102141419713289,-0.3519526383541201,0.37553271946658234,-0.30505100075314084,,,,,,,,,,,0.49900227376634587,-0.3487292574861784,,,,,,,0.683649300957843,-0.5493543274513725,0.16168676585377206,-0.18713683060448838,,,,,,,0.47591553176374385,-0.3709381323017975,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,118.0,,,133,118.0,122,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.87459466652297,63.1728090771398],[-155.87458208029233,63.17276481799667],[-155.8745500163078,63.17272519432562],[-155.8745079164027,63.17268577368823],[-155.8744465022537,63.172651017966054],[-155.87438534142285,63.17262062183245],[-155.87430452532607,63.17259502079184],[-155.87421459532018,63.17257832103248],[-155.87412490434966,63.17256616999248],[-155.87403546654295,63.17255837849549],[-155.8739367370312,63.172559647936296],[-155.8738384994943,63.17256982568759],[-155.87375046214976,63.17258423984802],[-155.8736627523807,63.17260312287839],[-155.8735952654939,63.17263063855417],[-155.87352810614436,63.17266262313096],[-155.87347105815982,63.172698924040134],[-155.87343415766222,63.172739338360465],[-155.87340695214667,63.17277967996015],[-155.8733998054592,63.17282421485301],[-155.87341255344305,63.172868503582215],[-155.87343492114707,63.172908200288674],[-155.87346698405366,63.17294782428057],[-155.87351877837378,63.17298717260587],[-155.8735800282241,63.17301748940244],[-155.8736510621448,63.17304765359066],[-155.87374141013592,63.173068742945965],[-155.8738314304653,63.173085363288145],[-155.87392086995808,63.17309315499318],[-155.8740197656327,63.17309632506777],[-155.8741083851725,63.17309073926127],[-155.87420653539715,63.17308064113488],[-155.87429440936506,63.17306178714434],[-155.8743720080068,63.17303858730903],[-155.87443916691814,63.173006602180315],[-155.87449637834922,63.17297474019589],[-155.8745433134968,63.172934122433176],[-155.87458021243236,63.17289370769554],[-155.87459746896232,63.172853488958424],[-155.87459466652297,63.1728090771398]]]}"
00000000000000000074,,,0.648378047944986,-0.4874356117040949,0.7142319399171393,-0.5505206314416079,,,0.3043652015056292,-0.2581412400853154,,,,,0.3391877586417985,-0.31123813895162017,,,0.3444624703484293,-0.30456155475494606,0.7296446443300922,-0.5712644924189497,0.8030089366523127,-0.6500881051375449,,,,,0.775916844553851,-0.6349302736558007,,,,,0.3446152788477785,-0.27260586052816566,0.19043338500514928,-0.17719586762467612,,,0.4468958321281879,-0.387224991212469,0.3977359681639285,-0.33129049685720935,,,,,,,,,,,0.4825176085300832,-0.33619100156923726,,,,,,,0.5945700656207538,-0.4236830605970661,0.13284415739620622,-0.17695593007767302,,,,,,,0.48046808128697754,-0.3694054962322367,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,119.0,,,134,119.0,123,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.87337309092223,63.172869054883066],[-155.87336075946385,63.172829155243875],[-155.87332828036847,63.17278514216313],[-155.87328618172054,63.17274572110475],[-155.8732248572579,63.17271088490988],[-155.873153661038,63.17268069106906],[-155.87308320898256,63.17265935521982],[-155.87299286242504,63.172638265442366],[-155.8729031711375,63.17262611347386],[-155.87280394896493,63.172618473566004],[-155.8727052184869,63.172619741970074],[-155.87261676349945,63.172629766185395],[-155.87252872474534,63.172644179422875],[-155.8724413409072,63.172667530469425],[-155.87236374080834,63.17269072897259],[-155.87229657949337,63.17272271283031],[-155.8722493134071,63.17275886065539],[-155.87221241088534,63.17279927457373],[-155.87218553092785,63.172844084814685],[-155.87217821825394,63.17288418015067],[-155.8721810170693,63.172928591977055],[-155.87220321988443,63.17296825942113],[-155.87224539296108,63.1730122002111],[-155.87229702203905,63.17304710959105],[-155.87235827118758,63.17307742701199],[-155.87242946793057,63.17310762140568],[-155.87250970495737,63.17312880522383],[-155.8725997254203,63.173145426503474],[-155.87269911289636,63.173153096118185],[-155.8727882252963,63.17315641973371],[-155.8728866299336,63.1731506823397],[-155.87297499744696,63.17314073776795],[-155.8730627983947,63.17312177538114],[-155.87315034616614,63.17309845330652],[-155.87321741822578,63.17306654873979],[-155.87327463151098,63.17303468736507],[-155.87332189645022,63.17299853905533],[-155.87334877459665,63.172953728484856],[-155.8733660329766,63.172913509946774],[-155.87337309092223,63.172869054883066]]]}"
00000000000000000075,,,0.5962330271601258,-0.448586349860147,0.6643967911455896,-0.5072427573078424,,,,,,,,,0.38058614340818725,-0.34518348646225644,,,0.7347568158214808,-0.5863176468258672,0.7020945181058891,-0.5351916359782753,0.7853936962849449,-0.6300097185964239,,,,,0.7565759066166213,-0.6137299664255849,,,,,0.28930534247656287,-0.21422534774345312,0.18199404816737577,-0.1742519109439584,,,0.6571028122544325,-0.5447017121190634,0.4915847859616339,-0.39140838659784627,,,,,,,,,,,0.4545679505859372,-0.30413414640310515,,,,,,,0.5124766265356009,-0.3216094187489445,0.21313748675529032,-0.2260871604107707,,,,,,,0.4649467600949093,-0.35820689263373584,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,120.0,,,135,120.0,124,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.8711414558326,63.17211074162229],[-155.8711287115974,63.17206645291255],[-155.8710965637366,63.172026908410764],[-155.87105455758115,63.17198740695843],[-155.8709931478838,63.17195264968104],[-155.8709219549942,63.171922454701885],[-155.87085134171414,63.17189667823987],[-155.8707609980254,63.17187558691818],[-155.87067130888622,63.17186343336526],[-155.8705722524249,63.17186023110573],[-155.87047352313058,63.171861497679885],[-155.87038499353525,63.17186700092285],[-155.87029686598422,63.17188149229686],[-155.87020931801595,63.171904812111904],[-155.8701321330526,63.171932398119374],[-155.87007475388617,63.171964228258325],[-155.87001770171653,63.17200052729291],[-155.86998070764784,63.17204102014022],[-155.86995366076417,63.172081390183834],[-155.86994659751164,63.172125844745544],[-155.86994897681265,63.172165867285976],[-155.86997150331257,63.17221000383328],[-155.8700135974309,63.17224942585546],[-155.87006522304898,63.17228433598404],[-155.8701266327165,63.172319093804326],[-155.87019741014424,63.17234490025307],[-155.87027780785104,63.17236611491029],[-155.8703678258052,63.17238273775428],[-155.87046746396456,63.17239476876117],[-155.87055641113318,63.172393654553304],[-155.87065505336847,63.172392467785926],[-155.87074301865,63.17237794664543],[-155.87083089456752,63.17235909531797],[-155.87091827962067,63.17233574551483],[-155.87098576943868,63.17230823145458],[-155.87104282063822,63.17227193187508],[-155.87108983560455,63.172235835015215],[-155.8711170442757,63.17219549412846],[-155.87113397832223,63.17215080721907],[-155.8711414558326,63.17211074162229]]]}"
00000000000000000076,,,0.5789034996665834,-0.43521588450392823,0.6430125129476882,-0.4879534826047209,,,,,,,,,0.23261131957372558,-0.2253040001058632,,,0.5861152990334045,-0.48401569999112853,0.6773396833077805,-0.5094372874261978,0.7780956008464505,-0.6207932579540635,,,,,0.7370170920703628,-0.5885702302395404,,,,,0.262762521844722,-0.18340070057464397,0.19296427596873456,-0.17671122343287066,,,0.44379462496662236,-0.3836732143659466,0.44337365831807185,-0.36353022286029696,,,,,,,,,,,0.44827856765008817,-0.2930818409437172,,,,,,,0.5360879407772108,-0.35083392564968213,0.1607180508714699,-0.19003239227113503,,,,,,,0.44730450412883654,-0.3422232087426544,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,121.0,,,136,121.0,125,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.8727632809799,63.17213017732274],[-155.87274075069297,63.17208604125163],[-155.87271863682773,63.17204629426244],[-155.87267654003847,63.17200687319026],[-155.87261512894324,63.171972116717605],[-155.87254402379727,63.17194184283535],[-155.87247315747882,63.171916117684006],[-155.87238322970296,63.17189941665097],[-155.87229354066113,63.17188726431766],[-155.8721943208345,63.17187962397911],[-155.87209542905836,63.171880862433945],[-155.8720071391813,63.171890915666],[-155.87191910200306,63.17190532842239],[-155.87183139210322,63.1719242100308],[-155.87175412055305,63.171951876979335],[-155.87168679651813,63.17198383089217],[-155.8716396940214,63.172020007806175],[-155.87160279134008,63.17206042136237],[-155.87157558352317,63.17210076234478],[-155.87156859742842,63.17214532638217],[-155.87157123170059,63.17218970853425],[-155.87159359650758,63.17222940537754],[-155.87163560364874,63.172268906713214],[-155.87167761089972,63.17230840804507],[-155.87174864182487,63.172338573187425],[-155.87181967287128,63.17236873829497],[-155.87190007106653,63.17238995187112],[-155.8719900891698,63.17240657349626],[-155.87208947429556,63.17241424354228],[-155.872178584673,63.17241756756113],[-155.87227698730135,63.17241183065643],[-155.87236535312505,63.17240188654645],[-155.87245306380797,63.17238300450866],[-155.8725406102272,63.17235968295449],[-155.87260777038782,63.17232769900411],[-155.8726649831857,63.172295838047056],[-155.8727119204038,63.17225522120114],[-155.87273912658634,63.172214879893346],[-155.87275629674858,63.17217474147211],[-155.8727632809799,63.17213017732274]]]}"
00000000000000000077,,,0.6554082585022668,-0.4933513285621493,0.7136827240706427,-0.5494145584375051,,,0.2241388807066871,-0.18619394710937495,,,,,0.20068400449435153,-0.21696318264047698,,,0.5613464822550418,-0.45915928657429333,0.7167267570691056,-0.5530198955299727,0.791335050417301,-0.6369551667812283,,,,,0.7657960685844584,-0.6195591729551343,,,,,0.32771068391172586,-0.24232585770533363,0.22565745345966057,-0.1947625600095896,,,0.5272116397858873,-0.4345178220494388,0.43801538865832385,-0.3744627413378509,,,,,,,,,,,0.4446285619816811,-0.2945725291058365,,,,,,,0.5298965370229877,-0.33855343530185833,0.14830222707484986,-0.18554139201456307,,,,,,,0.4612881487467146,-0.35295326417329925,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,122.0,,,137,122.0,126,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.87221402458536,63.17251043199645],[-155.872201606036,63.172470612199014],[-155.8721692177384,63.172426519082734],[-155.872127448417,63.17239156666156],[-155.87206603691615,63.17235680982227],[-155.87199493112792,63.172326535534175],[-155.87192406409227,63.17230080998671],[-155.87183388232808,63.17227974888022],[-155.87174428084342,63.17226751623695],[-155.87164522350497,63.17226431484436],[-155.87154649350776,63.172265582296106],[-155.87145787464448,63.172271166186206],[-155.87136983578512,63.17228557853707],[-155.87128228804667,63.172308899197574],[-155.87120501474945,63.172336565818505],[-155.87114763636936,63.17236839656167],[-155.8710905851603,63.172404696211125],[-155.87105326505895,63.17244072057673],[-155.87102647221135,63.17248545058619],[-155.8710191579257,63.17252554573873],[-155.87102195489527,63.17256995746667],[-155.8710444832631,63.17261409394834],[-155.87108649040928,63.17265359556424],[-155.87113811776226,63.17268850534176],[-155.8711995292334,63.17272326272396],[-155.87127039699948,63.172748988777556],[-155.87135079613375,63.17277020278755],[-155.87144072660507,63.172786904732405],[-155.87154003859453,63.17279446595298],[-155.87162915036288,63.1727977904155],[-155.87172771811638,63.17279208346339],[-155.87181592212315,63.17278211028887],[-155.87190363455954,63.17276322864687],[-155.8719911828066,63.17273990747947],[-155.8720586720811,63.17271239273861],[-155.87211572232,63.17267609254425],[-155.8721628250613,63.17263991531128],[-155.872190032389,63.17259957406151],[-155.87220687604295,63.17255496671454],[-155.87221402458536,63.17251043199645]]]}"
00000000000000000078,,,0.5224290054949863,-0.41922711605193974,0.600538533320972,-0.4751432932925795,,,0.6117578842163672,-0.47666620382281405,,,,,,,,,0.6973022469737962,-0.5404256000213159,0.6676547871147641,-0.5034840912790307,0.7333626055279551,-0.5704087681337566,,,,,0.7134143568269732,-0.5610687644073127,,,,,,,0.13706161661136837,-0.1351277713211814,,,0.4848051806216406,-0.411121652508852,0.4218825710040248,-0.3247547975730795,,,,,,,,,,,0.4058539737395796,-0.3078168085243632,,,,,,,0.5900904642547943,-0.41779643606702677,0.6359133712112055,-0.5023089728319656,,,,,,,0.4615713249138892,-0.34846564058663054,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,123.0,,,138,123.0,127,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.88715907177942,63.174893233651765],[-155.8871366077134,63.1748490193199],[-155.8871143847679,63.17480935385178],[-155.88707235636969,63.17476985699451],[-155.8870107636135,63.174735077581666],[-155.8869397170803,63.17470492081965],[-155.88686883699876,63.17467920355443],[-155.88677889981201,63.17466251293103],[-155.88668920365976,63.174650371093385],[-155.8865898154613,63.17464271305205],[-155.88649108667695,63.174643992909076],[-155.886402800922,63.17465405702864],[-155.88631477007087,63.17466848075211],[-155.88622690532145,63.174687343940256],[-155.88614964691035,63.17471502089359],[-155.88608250172595,63.17474701318226],[-155.88603525355612,63.174783167221335],[-155.8859983708905,63.17482358624193],[-155.88597134659636,63.17486396098038],[-155.8859642194997,63.1749084975226],[-155.88596703966016,63.17495290993852],[-155.88598926132417,63.17499257562874],[-155.88603128887564,63.175032072901814],[-155.8860831891672,63.17507133670406],[-155.88614436347066,63.17510172751954],[-155.8862155739658,63.17513191429406],[-155.88629598374908,63.175153118722164],[-155.8863860112248,63.17516972992474],[-155.88648523786173,63.175177358733634],[-155.88657435088388,63.17518067210382],[-155.88667291512056,63.17517495266287],[-155.88676120220103,63.175164888338415],[-155.8868490677352,63.175146024720156],[-155.88693643988037,63.17512266257328],[-155.88700365928784,63.17509077904735],[-155.88706085660962,63.1750589103955],[-155.88710777381704,63.17501828687146],[-155.88713495991445,63.17497794126892],[-155.88715219874712,63.17493771990618],[-155.88715907177942,63.174893233651765]]]}"
00000000000000000079,,,0.5254901983897879,-0.4144520491477272,0.6086078356445708,-0.473208555963907,,,0.5358165939538436,-0.4381668062714249,,,,,,,,,0.7225620447816735,-0.5682516062862637,0.6818755419478932,-0.5172355376411945,0.7518219435211833,-0.5937212826050368,,,,,0.732771541869298,-0.5822725684754619,,,,,,,0.20178664469441335,-0.17132801206301007,,,0.37693629302128573,-0.32524315106585205,0.3859961327286721,-0.31280805750132323,,,,,,,,,,,0.4781175948831591,-0.3665939970845982,,,,,,,0.6405610161280375,-0.4931697381623074,0.5881857818038649,-0.4407916446242777,,,,,,,0.46874696187444853,-0.3615576572958639,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,124.0,,,139,124.0,128,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.89091532469487,63.17630277322485],[-155.89090287971857,63.17626295401729],[-155.89087037301323,63.176218944331886],[-155.89082833818787,63.17617944835897],[-155.89076690256766,63.17614469994132],[-155.89069568664968,63.1761145156064],[-155.89062522036318,63.1760931894296],[-155.8905348594181,63.176072112251106],[-155.89044515925767,63.17605997306364],[-155.89034593084355,63.176052347475576],[-155.89024703617218,63.176053600949004],[-155.8901588381893,63.176063588046276],[-155.8900707181936,63.176078094512754],[-155.88998327269329,63.17610134978749],[-155.88990559692422,63.17612464026135],[-155.88983854302333,63.176156555104896],[-155.88979146191429,63.176192740446105],[-155.88975433150787,63.176233211443595],[-155.88972756748868,63.17627794715975],[-155.8897202793956,63.17631804481661],[-155.88972310560686,63.17636245761469],[-155.8897452444393,63.17640220289922],[-155.88978769743696,63.1764460884623],[-155.88983934881514,63.176480991353856],[-155.88990045413638,63.17651127127583],[-155.88997158182158,63.17654153602711],[-155.89005208534348,63.176562658324826],[-155.89014202868105,63.17657934677787],[-155.8902413477275,63.176586892729794],[-155.89033062700304,63.17659023283008],[-155.8904289408747,63.17658456068369],[-155.89051739238676,63.176574522973304],[-155.89060509425985,63.1765556269784],[-155.8906926290228,63.17653229133309],[-155.89075977122508,63.176500296068475],[-155.89081712922052,63.176468454762784],[-155.89086412042576,63.176432348802685],[-155.89089097138958,63.176387532894],[-155.89090820526636,63.17634731057201],[-155.89091532469487,63.17630277322485]]]}"
0000000000000000007a,,,0.49302886072884405,-0.3938859842925792,0.554150456638738,-0.43660806713356254,,,0.5927520966947432,-0.45879534109365055,,,,,,,,,0.6641702817628236,-0.5151420933907458,0.6253489943655524,-0.4625696977960564,0.6883160764136983,-0.5300938309599607,,,,,0.6761322561320147,-0.5298341573018425,,,,,,,0.2301684786804082,-0.1802891848309176,,,0.5029744451869766,-0.3687800474374412,0.39527669919582226,-0.3038013375822064,,,,,,,,,,,0.39938351976394804,-0.2996051439351636,,,,,,,0.6146569488902052,-0.4684562127678416,0.49726201758344163,-0.32631143224841586,,,,,,,0.44322960412163265,-0.32679784524477273,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,125.0,,,140,125.0,129,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.89168667658703,63.17662179701989],[-155.89167389987395,63.17657750875658],[-155.89164181104042,63.17653788835074],[-155.8915997748478,63.176498392551956],[-155.89153833786708,63.17646364444263],[-155.89147706808492,63.17643333589451],[-155.891396322815,63.17640766567204],[-155.89130629120672,63.1763910580543],[-155.89121659013105,63.176378919407384],[-155.89111736086548,63.176371294430886],[-155.89102841303122,63.17637242397788],[-155.89093017856356,63.17638261607896],[-155.89084214715567,63.17639704327406],[-155.89075444602332,63.17641593943995],[-155.8906770261134,63.176443590179026],[-155.89061983141184,63.17647546086517],[-155.89056289225758,63.17651169124721],[-155.890525762735,63.17655216257503],[-155.89049874410458,63.176592538843416],[-155.89049162400215,63.17663707622674],[-155.89050423559289,63.17668133514486],[-155.8905166802981,63.176721154484035],[-155.89055871564418,63.176760650698625],[-155.8906107874675,63.17679994252624],[-155.89067180526774,63.1768303019958],[-155.890743023007,63.176860486502505],[-155.8908234388792,63.17688168820347],[-155.89091347201497,63.17689829626065],[-155.89101270315675,63.17690592146484],[-155.89111176726806,63.176909106991374],[-155.8912003862033,63.17690350835876],[-155.89129862215728,63.17689331603286],[-155.8913863240596,63.17687441943002],[-155.89146407460086,63.176851237213164],[-155.89153112759547,63.176819321312706],[-155.89158832162727,63.1767874501147],[-155.89163523378517,63.1767468243151],[-155.89167236174245,63.17670635256777],[-155.89168959459917,63.17666613004059],[-155.89168667658703,63.17662179701989]]]}"
0000000000000000007c,,,0.585585031758684,-0.43701219746569775,0.6622860625012421,-0.5000881221401735,,,,,,,,,0.5436473883678283,-0.4642994300811045,,,0.7279953365836211,-0.5753214912519761,0.681251042485645,-0.5058790779056622,0.7796421055058459,-0.6179511782576097,,,,,0.747990760443621,-0.5991061541819186,,,,,0.33313997604590023,-0.2440745833115332,0.16125129308705338,-0.15690234702251737,,,0.6303369700057058,-0.5153202102410127,0.4944221128192834,-0.38382559135090344,,,,,,,,,,,0.461493496543562,-0.2991648197552059,,,,,,,0.5116753137624656,-0.3175047090043845,0.17984504518116876,-0.21431879560045008,,,,,,,0.4585627998263406,-0.3548525411701433,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,117.0,,,132,117.0,131,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.8715481652267,63.171505661888645],[-155.8715357481264,63.17146584227771],[-155.87151330897112,63.1714216263394],[-155.87146143097866,63.17138235743844],[-155.87140980583132,63.17134744810275],[-155.8713387030377,63.17131717365441],[-155.8712583826527,63.17129606921668],[-155.87117798773474,63.171274855402245],[-155.87107844238255,63.17126274529456],[-155.870988919039,63.17125503147953],[-155.87089028085524,63.171256218591246],[-155.87080182839262,63.17126624143035],[-155.87070400829938,63.171280805607374],[-155.87062640959678,63.17130400282303],[-155.8705488107376,63.171327199988326],[-155.87048164968942,63.17135918258025],[-155.87043438286744,63.171395329390926],[-155.87039739013895,63.17143582225255],[-155.87037059692756,63.17148055185105],[-155.87036328180352,63.17152064671743],[-155.87036607751025,63.17156505818201],[-155.87038860401742,63.171609194499176],[-155.87042066171625,63.1716488189178],[-155.87047228655194,63.17168372873575],[-155.87053369521047,63.17171848620832],[-155.8706144184433,63.17174416944468],[-155.87069490335648,63.17176530387191],[-155.87078483062714,63.17178200615516],[-155.87087419223852,63.17178969069731],[-155.87097324831782,63.17179289269768],[-155.8710718131997,63.17178718626628],[-155.87116001476574,63.17177721358811],[-155.87124772501264,63.1717583324956],[-155.8713253241076,63.171735134823],[-155.87140275912694,63.17170749766755],[-155.87145980857835,63.171671197980466],[-155.871506910834,63.17163502120504],[-155.87153402959308,63.17159476018761],[-155.87155096271627,63.171550073355114],[-155.8715481652267,63.171505661888645]]]}"
0000000000000000007d,,,0.5966741606634718,-0.44663526084222555,0.6614779038556919,-0.5011739506819635,,,,,,,,,0.7270868933048448,-0.5692098213314514,,,0.7504040397817798,-0.599515719909272,0.6955096086369967,-0.5277483292466022,0.7875291649290694,-0.6310871125978355,,,,,0.7604796145148857,-0.6161339670682967,,,,,0.3332011587322933,-0.2562895004590542,0.14690200800915312,-0.14982779728516982,,,0.6872513284491646,-0.5621145451175301,0.5199980827849982,-0.3875868536760159,,,,,,,,,,,0.46476516940289914,-0.308253955996609,,,,,,,0.5784242776717956,-0.40082769600259954,0.26894778517019163,-0.2733243656900608,,,,,,,0.45731209571641157,-0.35465047936500893,30.0,PAIGE MOUNTAIN,2019.0,1561186800000,116.0,,,131,116.0,132,2827.43338823,188.495559215,"{""type"":""Polygon"",""coordinates"":[[[-155.87036081328736,63.171480704170904],[-155.87033828694055,63.17143656788391],[-155.8703159244139,63.171396871027966],[-155.87027392013292,63.171357369478194],[-155.87021251250232,63.17132261196294],[-155.8701413217128,63.171292416666105],[-155.87007054697636,63.1712666103898],[-155.8699806959751,63.17125001697589],[-155.86989093410023,63.171237753587604],[-155.86979162693697,63.171230191152254],[-155.86969289929118,63.17123145710682],[-155.86960453468197,63.17124139919383],[-155.86951657161504,63.17125591944222],[-155.86942869741844,63.17127476971514],[-155.86935142415496,63.17130243497273],[-155.86928435018734,63.17133433700881],[-155.8692370815865,63.17137048330663],[-155.86920008696316,63.17141097575571],[-155.86917303935857,63.17145134546348],[-155.86916597492424,63.17149579979676],[-155.86916876881853,63.17154021124908],[-155.86919087783434,63.17157995869021],[-155.86923297007905,63.17161938081069],[-155.86927497362248,63.171658882772235],[-155.86934600139367,63.17168904917377],[-155.86941710389513,63.1717193248685],[-155.86949749962048,63.17174053993849],[-155.86958751556483,63.17175716327407],[-155.86968673579545,63.171764805782644],[-155.86977593396205,63.171768051719084],[-155.86987441087385,63.17176242613884],[-155.8699627022008,63.17175237451957],[-155.8700504137632,63.1717334943346],[-155.87013796144086,63.171710174653526],[-155.87020512376554,63.171678192214884],[-155.87026250221868,63.17164636205189],[-155.8703091902757,63.171605796723505],[-155.8703363996642,63.17156545617347],[-155.87035366190534,63.17152523846261],[-155.87036081328736,63.171480704170904]]]}"
